uid,id_str,volume,chapter_no,subject_code,question_no,type,answer_mcq,answer_msq,answer_nat,tolerance_abs,source_pdf,source_page,source_line_index
v2:3.5.10,3.5.10,2,3,5,10,MCQ,C,,,,volume2,219,1
v2:3.5.11,3.5.11,2,3,5,11,MCQ,B,,,,volume2,219,1
v2:3.5.12,3.5.12,2,3,5,12,MCQ,B,,,,volume2,219,1
v2:3.6.1,3.6.1,2,3,6,1,MCQ,A,,,,volume2,219,1
v2:3.6.2,3.6.2,2,3,6,2,NAT,,,6.0,0.01,volume2,219,1
v2:3.7.1,3.7.1,2,3,7,1,MSQ,,A;B,,,volume2,219,2
v2:3.7.2,3.7.2,2,3,7,2,MCQ,A,,,,volume2,219,2
v2:3.7.3,3.7.3,2,3,7,3,MCQ,C,,,,volume2,219,2
v2:3.7.4,3.7.4,2,3,7,4,NAT,,,31.0,0.01,volume2,219,2
v2:3.7.5,3.7.5,2,3,7,5,MCQ,A,,,,volume2,219,2
v2:3.7.6,3.7.6,2,3,7,6,MSQ,,A;D,,,volume2,219,3
v2:3.8.7,3.8.7,2,3,8,7,MCQ,C,,,,volume2,219,4
v2:3.8.8,3.8.8,2,3,8,8,MCQ,C,,,,volume2,219,4
v2:3.8.14,3.8.14,2,3,8,14,MCQ,D,,,,volume2,219,5
v2:3.8.15,3.8.15,2,3,8,15,MCQ,A,,,,volume2,219,6
v2:3.8.19,3.8.19,2,3,8,19,MCQ,C,,,,volume2,219,6
v2:3.8.20,3.8.20,2,3,8,20,MCQ,A,,,,volume2,219,7
v2:3.8.22,3.8.22,2,3,8,22,MCQ,D,,,,volume2,219,7
v2:3.8.23,3.8.23,2,3,8,23,MCQ,A,,,,volume2,219,7
v2:3.8.24,3.8.24,2,3,8,24,MCQ,B,,,,volume2,219,7
v2:3.8.25,3.8.25,2,3,8,25,MCQ,C,,,,volume2,219,8
v2:3.8.26,3.8.26,2,3,8,26,MCQ,B,,,,volume2,219,8
v2:3.8.27,3.8.27,2,3,8,27,MCQ,C,,,,volume2,219,8
v2:3.8.28,3.8.28,2,3,8,28,MCQ,A,,,,volume2,219,8
v2:3.8.29,3.8.29,2,3,8,29,MCQ,D,,,,volume2,219,8
v2:3.8.31,3.8.31,2,3,8,31,MCQ,D,,,,volume2,219,9
v2:3.8.32,3.8.32,2,3,8,32,MCQ,D,,,,volume2,219,9
v2:3.8.33,3.8.33,2,3,8,33,MCQ,A,,,,volume2,219,9
v2:3.8.34,3.8.34,2,3,8,34,MCQ,C,,,,volume2,219,9
v2:3.8.35,3.8.35,2,3,8,35,MCQ,C,,,,volume2,219,10
v2:3.8.36,3.8.36,2,3,8,36,MCQ,C,,,,volume2,219,10
v2:3.8.37,3.8.37,2,3,8,37,MCQ,B,,,,volume2,219,10
v2:3.8.38,3.8.38,2,3,8,38,MCQ,C,,,,volume2,219,10
v2:3.8.39,3.8.39,2,3,8,39,MCQ,C,,,,volume2,219,10
v2:3.8.40,3.8.40,2,3,8,40,MCQ,B,,,,volume2,219,11
v2:3.8.41,3.8.41,2,3,8,41,MCQ,B,,,,volume2,219,11
v2:3.8.42,3.8.42,2,3,8,42,MCQ,A,,,,volume2,219,11
v2:3.8.43,3.8.43,2,3,8,43,MCQ,C,,,,volume2,219,11
v2:3.8.45,3.8.45,2,3,8,45,MCQ,A,,,,volume2,219,12
v2:3.8.46,3.8.46,2,3,8,46,NAT,,,179.0,0.01,volume2,219,12
v2:3.8.47,3.8.47,2,3,8,47,MSQ,,B;C,,,volume2,219,12
v2:3.8.48,3.8.48,2,3,8,48,MSQ,,C;D,,,volume2,219,12
v2:3.8.49,3.8.49,2,3,8,49,MCQ,A,,,,volume2,219,12
v2:3.8.50,3.8.50,2,3,8,50,MCQ,C,,,,volume2,219,13
v2:3.8.51,3.8.51,2,3,8,51,MCQ,D,,,,volume2,219,13
v2:3.9.4,3.9.4,2,3,9,4,MCQ,C,,,,volume2,219,14
v2:3.9.5,3.9.5,2,3,9,5,MCQ,A,,,,volume2,219,14
v2:3.9.6,3.9.6,2,3,9,6,MCQ,C,,,,volume2,219,14
v2:3.9.7,3.9.7,2,3,9,7,MCQ,A,,,,volume2,219,14
v2:3.9.8,3.9.8,2,3,9,8,MCQ,B,,,,volume2,219,14
v2:3.9.9,3.9.9,2,3,9,9,MCQ,D,,,,volume2,219,15
v2:3.9.10,3.9.10,2,3,9,10,MCQ,D,,,,volume2,219,15
v2:3.9.11,3.9.11,2,3,9,11,MCQ,A,,,,volume2,219,15
v2:3.10.1,3.10.1,2,3,10,1,MSQ,,B;C;D,,,volume2,219,15
v2:3.10.2,3.10.2,2,3,10,2,MCQ,C,,,,volume2,219,15
v2:3.10.3,3.10.3,2,3,10,3,MCQ,B,,,,volume2,219,16
v2:3.10.4,3.10.4,2,3,10,4,MCQ,B,,,,volume2,219,16
v2:3.10.5,3.10.5,2,3,10,5,MCQ,D,,,,volume2,219,16
v2:3.10.6,3.10.6,2,3,10,6,MCQ,B,,,,volume2,219,16
v2:3.10.7,3.10.7,2,3,10,7,MCQ,D,,,,volume2,219,16
v2:3.10.8,3.10.8,2,3,10,8,MCQ,B,,,,volume2,219,17
v2:3.10.9,3.10.9,2,3,10,9,MCQ,D,,,,volume2,219,17
v2:3.10.10,3.10.10,2,3,10,10,MCQ,C,,,,volume2,219,17
v2:3.10.11,3.10.11,2,3,10,11,MCQ,C,,,,volume2,219,17
v2:3.10.12,3.10.12,2,3,10,12,MCQ,A,,,,volume2,219,17
v2:3.10.13,3.10.13,2,3,10,13,MCQ,D,,,,volume2,219,18
v2:3.10.14,3.10.14,2,3,10,14,NAT,,,7.0,0.01,volume2,219,18
v2:3.10.15,3.10.15,2,3,10,15,MCQ,C,,,,volume2,219,18
v2:3.10.16,3.10.16,2,3,10,16,NAT,,,8.0,0.01,volume2,219,18
v2:3.10.17,3.10.17,2,3,10,17,NAT,,,5.0,0.01,volume2,219,18
v2:3.10.18,3.10.18,2,3,10,18,MCQ,D,,,,volume2,219,19
v2:3.10.19,3.10.19,2,3,10,19,NAT,,,9.0,0.01,volume2,219,19
v2:3.10.20,3.10.20,2,3,10,20,MCQ,C,,,,volume2,219,19
v2:3.11.1,3.11.1,2,3,11,1,MCQ,A,,,,volume2,219,19
v2:3.11.2,3.11.2,2,3,11,2,MCQ,C,,,,volume2,219,19
v2:3.11.3,3.11.3,2,3,11,3,MCQ,B,,,,volume2,219,20
v2:3.11.4,3.11.4,2,3,11,4,MCQ,C,,,,volume2,219,20
v2:3.11.5,3.11.5,2,3,11,5,MCQ,A,,,,volume2,219,20
v2:3.11.6,3.11.6,2,3,11,6,MCQ,D,,,,volume2,219,20
v2:3.12.1,3.12.1,2,3,12,1,MCQ,B,,,,volume2,219,20
v2:3.12.2,3.12.2,2,3,12,2,MCQ,C,,,,volume2,219,21
v2:3.12.3,3.12.3,2,3,12,3,MCQ,C,,,,volume2,219,21
v2:3.13.1,3.13.1,2,3,13,1,MCQ,C,,,,volume2,219,21
v2:3.13.2,3.13.2,2,3,13,2,MCQ,A,,,,volume2,219,21
v2:3.13.3,3.13.3,2,3,13,3,MCQ,D,,,,volume2,219,21
v2:3.14.2,3.14.2,2,3,14,2,MCQ,D,,,,volume2,219,22
v2:3.14.3,3.14.3,2,3,14,3,MCQ,A,,,,volume2,219,22
v2:3.14.4,3.14.4,2,3,14,4,MCQ,D,,,,volume2,219,22
v2:3.15.1,3.15.1,2,3,15,1,MCQ,B,,,,volume2,219,22
v2:3.15.2,3.15.2,2,3,15,2,NAT,,,9.0,0.01,volume2,219,23
v2:3.15.3,3.15.3,2,3,15,3,NAT,,,6.0,0.01,volume2,219,23
v2:3.16.1,3.16.1,2,3,16,1,NAT,,,10.0,0.01,volume2,219,23
v2:3.16.3,3.16.3,2,3,16,3,MSQ,,A;D,,,volume2,219,23
v2:3.16.5,3.16.5,2,3,16,5,MSQ,,A;D,,,volume2,219,24
v2:3.16.9,3.16.9,2,3,16,9,MCQ,A,,,,volume2,219,25
v2:3.16.12,3.16.12,2,3,16,12,MCQ,D,,,,volume2,219,25
v2:3.16.13,3.16.13,2,3,16,13,MCQ,D,,,,volume2,219,25
v2:3.16.14,3.16.14,2,3,16,14,MCQ,D,,,,volume2,219,26
v2:3.17.1,3.17.1,2,3,17,1,MCQ,B,,,,volume2,219,26
v2:3.17.2,3.17.2,2,3,17,2,MCQ,A,,,,volume2,219,26
v2:3.17.6,3.17.6,2,3,17,6,MCQ,C,,,,volume2,219,27
v2:3.17.8,3.17.8,2,3,17,8,MCQ,B,,,,volume2,219,27
v2:3.17.9,3.17.9,2,3,17,9,MCQ,A,,,,volume2,219,27
v2:3.17.12,3.17.12,2,3,17,12,MCQ,D,,,,volume2,219,28
v2:3.17.13,3.17.13,2,3,17,13,MCQ,C,,,,volume2,219,28
v2:3.17.14,3.17.14,2,3,17,14,MCQ,B,,,,volume2,219,28
v2:3.17.15,3.17.15,2,3,17,15,MCQ,A,,,,volume2,219,29
v2:3.17.16,3.17.16,2,3,17,16,MCQ,A,,,,volume2,219,29
v2:3.17.17,3.17.17,2,3,17,17,MCQ,D,,,,volume2,219,29
v2:3.17.18,3.17.18,2,3,17,18,MCQ,B,,,,volume2,219,29
v2:3.17.19,3.17.19,2,3,17,19,MCQ,B,,,,volume2,219,29
v2:3.17.20,3.17.20,2,3,17,20,MCQ,C,,,,volume2,219,30
v2:3.17.21,3.17.21,2,3,17,21,MCQ,D,,,,volume2,219,30
v2:3.17.22,3.17.22,2,3,17,22,NAT,,,1024.0,0.01,volume2,219,30
v2:3.17.23,3.17.23,2,3,17,23,MCQ,A,,,,volume2,219,30
v2:3.17.24,3.17.24,2,3,17,24,MSQ,,A;D,,,volume2,219,30
v2:3.17.25,3.17.25,2,3,17,25,MCQ,A,,,,volume2,219,31
v2:3.17.26,3.17.26,2,3,17,26,MCQ,A,,,,volume2,219,31
v2:3.17.27,3.17.27,2,3,17,27,MCQ,A,,,,volume2,219,31
v2:3.18.1,3.18.1,2,3,18,1,MCQ,A,,,,volume2,219,31
v2:3.18.2,3.18.2,2,3,18,2,MCQ,B,,,,volume2,219,31
v2:3.18.3,3.18.3,2,3,18,3,MCQ,B,,,,volume2,219,32
v2:3.18.4,3.18.4,2,3,18,4,MCQ,D,,,,volume2,219,32
v2:3.18.5,3.18.5,2,3,18,5,MCQ,B,,,,volume2,219,32
v2:3.18.6,3.18.6,2,3,18,6,NAT,,,2.0,0.01,volume2,219,32
v2:3.19.6,3.19.6,2,3,19,6,MCQ,D,,,,volume2,219,33
v2:3.19.7,3.19.7,2,3,19,7,MCQ,C,,,,volume2,219,34
v2:3.19.8,3.19.8,2,3,19,8,MCQ,D,,,,volume2,219,34
v2:3.19.9,3.19.9,2,3,19,9,MCQ,B,,,,volume2,219,34
v2:3.19.10,3.19.10,2,3,19,10,MCQ,C,,,,volume2,219,34
v2:3.19.11,3.19.11,2,3,19,11,MCQ,C,,,,volume2,219,34
v2:3.19.12,3.19.12,2,3,19,12,MCQ,B,,,,volume2,219,35
v2:3.19.13,3.19.13,2,3,19,13,MCQ,C,,,,volume2,219,35
v2:3.19.14,3.19.14,2,3,19,14,MCQ,C,,,,volume2,219,35
v2:3.19.15,3.19.15,2,3,19,15,MCQ,B,,,,volume2,219,35
v2:3.19.16,3.19.16,2,3,19,16,MCQ,A,,,,volume2,219,35
v2:3.19.17,3.19.17,2,3,19,17,MCQ,C,,,,volume2,219,36
v2:3.19.18,3.19.18,2,3,19,18,MCQ,D,,,,volume2,219,36
v2:3.19.19,3.19.19,2,3,19,19,MCQ,A,,,,volume2,219,36
v2:3.19.20,3.19.20,2,3,19,20,MCQ,D,,,,volume2,219,36
v2:3.19.21,3.19.21,2,3,19,21,MCQ,C,,,,volume2,219,36
v2:3.19.22,3.19.22,2,3,19,22,MCQ,A,,,,volume2,219,37
v2:3.20.1,3.20.1,2,3,20,1,NAT,,,8.0,0.01,volume2,219,37
v2:3.20.2,3.20.2,2,3,20,2,NAT,,,10.0,0.01,volume2,219,37
v2:3.20.3,3.20.3,2,3,20,3,MCQ,B,,,,volume2,219,37
v2:3.21.1,3.21.1,2,3,21,1,MCQ,C,,,,volume2,219,37
v2:3.22.2,3.22.2,2,3,22,2,MCQ,A,,,,volume2,219,38
v2:3.22.7,3.22.7,2,3,22,7,MCQ,B,,,,volume2,219,39
v2:3.22.8,3.22.8,2,3,22,8,MCQ,B,,,,volume2,219,39
v2:3.22.9,3.22.9,2,3,22,9,MCQ,C,,,,volume2,219,39
v2:3.22.10,3.22.10,2,3,22,10,MCQ,A,,,,volume2,219,39
v2:4.1.1,4.1.1,2,4,1,1,MCQ,A,,,,volume2,271,29
v2:4.1.2,4.1.2,2,4,1,2,MCQ,C,,,,volume2,271,29
v2:4.1.3,4.1.3,2,4,1,3,MCQ,C,,,,volume2,271,29
v2:4.1.4,4.1.4,2,4,1,4,MCQ,C,,,,volume2,271,29
v2:4.1.5,4.1.5,2,4,1,5,MCQ,B,,,,volume2,271,30
v2:4.1.6,4.1.6,2,4,1,6,NAT,,,6.0,0.01,volume2,271,30
v2:4.1.7,4.1.7,2,4,1,7,NAT,,,4.0,0.01,volume2,271,30
v2:4.1.8,4.1.8,2,4,1,8,MCQ,B,,,,volume2,271,30
v2:4.1.9,4.1.9,2,4,1,9,MCQ,A,,,,volume2,271,30
v2:4.1.10,4.1.10,2,4,1,10,MCQ,C,,,,volume2,271,31
v2:4.1.11,4.1.11,2,4,1,11,MCQ,D,,,,volume2,271,31
v2:4.1.12,4.1.12,2,4,1,12,MCQ,C,,,,volume2,271,31
v2:4.2.1,4.2.1,2,4,2,1,MCQ,B,,,,volume2,271,31
v2:4.3.1,4.3.1,2,4,3,1,MCQ,B,,,,volume2,271,31
v2:4.3.2,4.3.2,2,4,3,2,MCQ,D,,,,volume2,271,32
v2:4.4.1,4.4.1,2,4,4,1,MCQ,B,,,,volume2,271,32
v2:4.4.2,4.4.2,2,4,4,2,MCQ,A,,,,volume2,271,32
v2:4.4.3,4.4.3,2,4,4,3,MCQ,A,,,,volume2,271,32
v2:4.5.1,4.5.1,2,4,5,1,MCQ,B,,,,volume2,271,32
v2:4.5.2,4.5.2,2,4,5,2,MCQ,C,,,,volume2,271,33
v2:4.5.3,4.5.3,2,4,5,3,MCQ,C,,,,volume2,271,33
v2:4.5.4,4.5.4,2,4,5,4,MCQ,A,,,,volume2,271,33
v2:4.6.1,4.6.1,2,4,6,1,MCQ,D,,,,volume2,271,33
v2:4.6.2,4.6.2,2,4,6,2,NAT,,,200.0,0.01,volume2,271,33
v2:4.6.3,4.6.3,2,4,6,3,NAT,,,50.0,0.01,volume2,271,34
v2:4.6.4,4.6.4,2,4,6,4,MCQ,C,,,,volume2,271,34
v2:4.6.5,4.6.5,2,4,6,5,MCQ,A,,,,volume2,271,34
v2:4.6.6,4.6.6,2,4,6,6,MCQ,B,,,,volume2,271,34
v2:4.7.1,4.7.1,2,4,7,1,MCQ,A,,,,volume2,271,34
v2:4.8.1,4.8.1,2,4,8,1,MCQ,A,,,,volume2,271,35
v2:7.7.7,7.7.7,2,7,7,7,NAT,,,9.0,0.01,volume2,271,35
v2:4.8.3,4.8.3,2,4,8,3,MCQ,B,,,,volume2,271,35
v2:4.8.4,4.8.4,2,4,8,4,MCQ,B,,,,volume2,271,35
v2:4.9.1,4.9.1,2,4,9,1,MCQ,D,,,,volume2,271,35
v2:4.9.2,4.9.2,2,4,9,2,MCQ,C,,,,volume2,271,36
v2:4.9.4,4.9.4,2,4,9,4,NAT,,,0.4404,0.01,volume2,271,36
v2:4.9.5,4.9.5,2,4,9,5,MCQ,C,,,,volume2,271,36
v2:4.9.6,4.9.6,2,4,9,6,MCQ,B,,,,volume2,271,36
v2:4.10.1,4.10.1,2,4,10,1,MCQ,C,,,,volume2,271,37
v2:4.10.2,4.10.2,2,4,10,2,MCQ,B,,,,volume2,271,37
v2:4.10.3,4.10.3,2,4,10,3,MCQ,A,,,,volume2,271,37
v2:4.10.4,4.10.4,2,4,10,4,MCQ,C,,,,volume2,271,37
v2:4.10.5,4.10.5,2,4,10,5,MSQ,,B;C,,,volume2,271,37
v2:4.10.6,4.10.6,2,4,10,6,NAT,,,0.5,0.01,volume2,271,38
v2:4.10.7,4.10.7,2,4,10,7,MCQ,B,,,,volume2,271,38
v2:4.10.8,4.10.8,2,4,10,8,MCQ,A,,,,volume2,271,38
v2:4.11.3,4.11.3,2,4,11,3,MCQ,A,,,,volume2,271,39
v2:4.11.4,4.11.4,2,4,11,4,MCQ,C,,,,volume2,271,39
v2:4.11.5,4.11.5,2,4,11,5,MCQ,A,,,,volume2,271,39
v2:4.11.6,4.11.6,2,4,11,6,MCQ,A,,,,volume2,271,39
v2:4.11.7,4.11.7,2,4,11,7,MCQ,A,,,,volume2,271,39
v2:4.11.8,4.11.8,2,4,11,8,MCQ,B,,,,volume2,272,0
v2:4.11.9,4.11.9,2,4,11,9,MCQ,C,,,,volume2,272,0
v2:4.12.1,4.12.1,2,4,12,1,MCQ,B,,,,volume2,272,0
v2:4.12.2,4.12.2,2,4,12,2,MCQ,B,,,,volume2,272,0
v2:4.12.3,4.12.3,2,4,12,3,MCQ,D,,,,volume2,272,1
v2:4.12.4,4.12.4,2,4,12,4,MCQ,C,,,,volume2,272,1
v2:4.12.5,4.12.5,2,4,12,5,MCQ,B,,,,volume2,272,1
v2:4.12.6,4.12.6,2,4,12,6,NAT,,,500.0,0.01,volume2,272,1
v2:4.12.7,4.12.7,2,4,12,7,MCQ,C,,,,volume2,272,1
v2:4.13.2,4.13.2,2,4,13,2,MCQ,D,,,,volume2,272,2
v2:4.14.1,4.14.1,2,4,14,1,MCQ,D,,,,volume2,272,2
v2:4.14.2,4.14.2,2,4,14,2,MCQ,D,,,,volume2,272,2
v2:4.14.3,4.14.3,2,4,14,3,MCQ,B,,,,volume2,272,2
v2:4.14.4,4.14.4,2,4,14,4,MCQ,C,,,,volume2,272,3
v2:4.14.5,4.14.5,2,4,14,5,MCQ,C,,,,volume2,272,3
v2:4.14.6,4.14.6,2,4,14,6,NAT,,,256.0,0.01,volume2,272,3
v2:4.14.7,4.14.7,2,4,14,7,NAT,,,9.0,0.01,volume2,272,3
v2:4.14.8,4.14.8,2,4,14,8,NAT,,,144.0,0.01,volume2,272,3
v2:4.14.9,4.14.9,2,4,14,9,MSQ,,C;D,,,volume2,272,4
v2:4.14.10,4.14.10,2,4,14,10,MCQ,A,,,,volume2,272,4
v2:4.14.11,4.14.11,2,4,14,11,MCQ,D,,,,volume2,272,4
v2:4.15.1,4.15.1,2,4,15,1,MCQ,C,,,,volume2,272,4
v2:4.15.2,4.15.2,2,4,15,2,MCQ,D,,,,volume2,272,4
v2:4.15.3,4.15.3,2,4,15,3,MCQ,D,,,,volume2,272,5
v2:4.15.4,4.15.4,2,4,15,4,MCQ,A,,,,volume2,272,5
v2:4.15.5,4.15.5,2,4,15,5,MCQ,B,,,,volume2,272,5
v2:4.15.6,4.15.6,2,4,15,6,MCQ,C,,,,volume2,272,5
v2:4.15.7,4.15.7,2,4,15,7,NAT,,,13.0,0.01,volume2,272,5
v2:4.15.8,4.15.8,2,4,15,8,MSQ,,A;C,,,volume2,272,6
v2:4.15.9,4.15.9,2,4,15,9,MSQ,,B;C,,,volume2,272,6
v2:4.15.10,4.15.10,2,4,15,10,MSQ,,C;D,,,volume2,272,6
v2:4.15.11,4.15.11,2,4,15,11,MCQ,D,,,,volume2,272,6
v2:4.16.1,4.16.1,2,4,16,1,MCQ,D,,,,volume2,272,6
v2:4.16.2,4.16.2,2,4,16,2,MCQ,A,,,,volume2,272,7
v2:4.16.3,4.16.3,2,4,16,3,NAT,,,26.0,0.01,volume2,272,7
v2:4.16.4,4.16.4,2,4,16,4,NAT,,,3.0,0.01,volume2,272,7
v2:4.16.5,4.16.5,2,4,16,5,MCQ,D,,,,volume2,272,7
v2:4.16.6,4.16.6,2,4,16,6,MCQ,D,,,,volume2,272,7
v2:4.16.7,4.16.7,2,4,16,7,MCQ,B,,,,volume2,272,8
v2:4.17.1,4.17.1,2,4,17,1,MCQ,D,,,,volume2,272,8
v2:4.17.2,4.17.2,2,4,17,2,NAT,,,12.0,0.01,volume2,272,8
v2:4.17.4,4.17.4,2,4,17,4,MCQ,B,,,,volume2,272,8
v2:4.17.5,4.17.5,2,4,17,5,MCQ,C,,,,volume2,272,9
v2:4.18.2,4.18.2,2,4,18,2,MCQ,D,,,,volume2,272,9
v2:4.18.3,4.18.3,2,4,18,3,MCQ,C,,,,volume2,272,9
v2:4.18.4,4.18.4,2,4,18,4,MCQ,A,,,,volume2,272,9
v2:4.19.1,4.19.1,2,4,19,1,MCQ,D,,,,volume2,272,10
v2:4.19.2,4.19.2,2,4,19,2,MCQ,A,,,,volume2,272,10
v2:4.19.3,4.19.3,2,4,19,3,MCQ,B,,,,volume2,272,10
v2:4.19.4,4.19.4,2,4,19,4,MCQ,C,,,,volume2,272,10
v2:4.19.5,4.19.5,2,4,19,5,MCQ,B,,,,volume2,272,10
v2:4.19.6,4.19.6,2,4,19,6,MCQ,C,,,,volume2,272,11
v2:4.20.1,4.20.1,2,4,20,1,MCQ,D,,,,volume2,272,11
v2:4.20.2,4.20.2,2,4,20,2,MCQ,C,,,,volume2,272,11
v2:4.20.3,4.20.3,2,4,20,3,MCQ,A,,,,volume2,272,11
v2:4.20.4,4.20.4,2,4,20,4,MCQ,C,,,,volume2,272,11
v2:4.20.5,4.20.5,2,4,20,5,MCQ,C,,,,volume2,272,12
v2:4.20.7,4.20.7,2,4,20,7,MCQ,C,,,,volume2,272,12
v2:4.20.8,4.20.8,2,4,20,8,MCQ,C,,,,volume2,272,12
v2:4.20.9,4.20.9,2,4,20,9,MCQ,D,,,,volume2,272,12
v2:4.20.10,4.20.10,2,4,20,10,MCQ,B,,,,volume2,272,13
v2:4.21.1,4.21.1,2,4,21,1,MCQ,D,,,,volume2,272,13
v2:4.21.2,4.21.2,2,4,21,2,MCQ,D,,,,volume2,272,13
v2:4.21.3,4.21.3,2,4,21,3,NAT,,,1575.0,0.01,volume2,272,13
v2:4.21.4,4.21.4,2,4,21,4,MCQ,B,,,,volume2,272,13
v2:4.22.1,4.22.1,2,4,22,1,MCQ,B,,,,volume2,272,14
v2:4.24.1,4.24.1,2,4,24,1,MCQ,B,,,,volume2,272,14
v2:4.24.2,4.24.2,2,4,24,2,MCQ,D,,,,volume2,272,14
v2:4.24.3,4.24.3,2,4,24,3,MCQ,A,,,,volume2,272,14
v2:4.24.4,4.24.4,2,4,24,4,NAT,,,1.0,0.01,volume2,272,15
v2:4.24.5,4.24.5,2,4,24,5,MCQ,C,,,,volume2,272,15
v2:4.24.6,4.24.6,2,4,24,6,MCQ,D,,,,volume2,272,15
v2:4.24.7,4.24.7,2,4,24,7,MSQ,,A;C,,,volume2,272,15
v2:4.24.8,4.24.8,2,4,24,8,MCQ,B,,,,volume2,272,15
v2:4.24.9,4.24.9,2,4,24,9,NAT,,,40.0,0.01,volume2,272,16
v2:4.24.10,4.24.10,2,4,24,10,MCQ,C,,,,volume2,272,16
v2:4.24.11,4.24.11,2,4,24,11,MCQ,A,,,,volume2,272,16
v2:4.24.12,4.24.12,2,4,24,12,MCQ,C,,,,volume2,272,16
v2:4.24.13,4.24.13,2,4,24,13,MCQ,D,,,,volume2,272,16
v2:4.25.1,4.25.1,2,4,25,1,MCQ,A,,,,volume2,272,17
v2:4.26.1,4.26.1,2,4,26,1,MCQ,B,,,,volume2,272,17
v2:4.26.2,4.26.2,2,4,26,2,MCQ,B,,,,volume2,272,17
v2:4.26.3,4.26.3,2,4,26,3,MCQ,B,,,,volume2,272,17
v2:4.26.4,4.26.4,2,4,26,4,MCQ,C,,,,volume2,272,17
v2:4.26.5,4.26.5,2,4,26,5,MCQ,C,,,,volume2,272,18
v2:4.26.6,4.26.6,2,4,26,6,MCQ,D,,,,volume2,272,18
v2:4.26.7,4.26.7,2,4,26,7,MCQ,C,,,,volume2,272,18
v2:4.26.8,4.26.8,2,4,26,8,NAT,,,5.0,0.01,volume2,272,18
v2:4.26.9,4.26.9,2,4,26,9,NAT,,,8.0,0.01,volume2,272,18
v2:4.26.10,4.26.10,2,4,26,10,NAT,,,4.0,0.01,volume2,272,19
v2:4.26.11,4.26.11,2,4,26,11,MCQ,C,,,,volume2,272,19
v2:4.26.12,4.26.12,2,4,26,12,MCQ,B,,,,volume2,272,19
v2:4.26.13,4.26.13,2,4,26,13,MCQ,B,,,,volume2,272,19
v2:4.26.14,4.26.14,2,4,26,14,MCQ,A,,,,volume2,272,19
v2:4.26.15,4.26.15,2,4,26,15,MCQ,A,,,,volume2,272,20
v2:4.27.1,4.27.1,2,4,27,1,MCQ,D,,,,volume2,272,20
v2:4.27.2,4.27.2,2,4,27,2,MCQ,C,,,,volume2,272,20
v2:4.27.3,4.27.3,2,4,27,3,MCQ,C,,,,volume2,272,20
v2:4.27.4,4.27.4,2,4,27,4,MCQ,B,,,,volume2,272,20
v2:4.28.1,4.28.1,2,4,28,1,NAT,,,320.0,0.01,volume2,272,21
v2:4.28.2,4.28.2,2,4,28,2,NAT,,,2900.0,0.01,volume2,272,21
v2:4.28.4,4.28.4,2,4,28,4,MCQ,B,,,,volume2,272,21
v2:4.28.5,4.28.5,2,4,28,5,MCQ,D,,,,volume2,272,21
v2:4.28.6,4.28.6,2,4,28,6,MCQ,B,,,,volume2,272,22
v2:4.29.1,4.29.1,2,4,29,1,MCQ,D,,,,volume2,272,22
v2:4.29.2,4.29.2,2,4,29,2,MCQ,A,,,,volume2,272,22
v2:4.29.3,4.29.3,2,4,29,3,MCQ,D,,,,volume2,272,22
v2:4.29.4,4.29.4,2,4,29,4,MCQ,C,,,,volume2,272,22
v2:4.29.5,4.29.5,2,4,29,5,MCQ,C,,,,volume2,272,23
v2:4.29.6,4.29.6,2,4,29,6,MCQ,C,,,,volume2,272,23
v2:4.29.7,4.29.7,2,4,29,7,MCQ,D,,,,volume2,272,23
v2:4.29.8,4.29.8,2,4,29,8,MCQ,A,,,,volume2,272,23
v2:4.29.9,4.29.9,2,4,29,9,MCQ,A,,,,volume2,272,23
v2:4.29.10,4.29.10,2,4,29,10,NAT,,,158.0,0.01,volume2,272,24
v2:4.29.11,4.29.11,2,4,29,11,MCQ,C,,,,volume2,272,24
v2:4.29.12,4.29.12,2,4,29,12,MCQ,B,,,,volume2,272,24
v2:4.29.13,4.29.13,2,4,29,13,MSQ,,B;D,,,volume2,272,24
v2:4.29.14,4.29.14,2,4,29,14,NAT,,,3.0,0.01,volume2,272,24
v2:4.29.15,4.29.15,2,4,29,15,MCQ,A,,,,volume2,272,25
v2:4.29.16,4.29.16,2,4,29,16,MCQ,C,,,,volume2,272,25
v2:4.29.17,4.29.17,2,4,29,17,MCQ,D,,,,volume2,272,25
v2:4.29.18,4.29.18,2,4,29,18,MCQ,C,,,,volume2,272,25
v2:4.29.19,4.29.19,2,4,29,19,MCQ,D,,,,volume2,272,25
v2:4.29.20,4.29.20,2,4,29,20,MCQ,C,,,,volume2,272,26
v2:4.30.1,4.30.1,2,4,30,1,MCQ,A,,,,volume2,272,26
v2:4.30.2,4.30.2,2,4,30,2,MCQ,C,,,,volume2,272,26
v2:4.30.3,4.30.3,2,4,30,3,MCQ,B,,,,volume2,272,26
v2:4.30.4,4.30.4,2,4,30,4,MCQ,C,,,,volume2,272,27
v2:4.30.5,4.30.5,2,4,30,5,MCQ,A,,,,volume2,272,27
v2:4.30.6,4.30.6,2,4,30,6,MCQ,C,,,,volume2,272,27
v2:4.30.7,4.30.7,2,4,30,7,MCQ,D,,,,volume2,272,27
v2:4.30.9,4.30.9,2,4,30,9,NAT,,,44.0,0.01,volume2,272,28
